"Destination","FlightNumber","Code","Scheduled","Delay"
"Moscow","3F 325","VKO","2023/11/19 01:30","Departed"
"Rome","W4 8335","FCO","2023/11/18 13:45","Delay"
"Sochi","FV 6719","AER","2023/11/18 14:20","Departed"
"Tehran","IRB 9724","IKA","2023/11/18 14:40","Departed"
"Moscow","JI 103","SVO","2023/11/18 14:45","Departed"
"Moscow","SU 1860","SVO","2023/11/18 14:50","Departed"
"Sharm El Sheikh","3F 7642","SSH","2023/11/18 15:20","Departed"
"Paris","TO 7490","ORY","2023/11/18 15:30","Departed"
"Volgograd","FV 6945","VOG","2023/11/18 16:30","Departed"
"Chelyabinsk","WZ 1225","CEK","2023/11/18 17:00","Departed"
"Tehran","6A 222","IKA","2023/11/18 17:35","Departed"
"Moscow","A4 7029","VKO","2023/11/18 17:35","Departed"
"Saratov","5G 171","GSV","2023/11/18 17:50","Departed"
"Brussels","SN 2899","BRU","2023/11/18 18:20","Departed"
"Kazan","WZ 4677","KZN","2023/11/18 18:30","Departed"
"Kishinev","3F 868","KIV","2023/11/18 18:30","Departed"
"Moscow","3F 316","DME","2023/11/18 18:30","19.11.23"
"St.Petersburg","FV 6923","LED","2023/11/18 18:55","Departed"
"Moscow","SU 1862","SVO","2023/11/18 19:30","Departed"
"Yekaterinburg","WZ 1129","SVX","2023/11/18 20:25","Departed"
"Moscow","G6 404","DME","2023/11/18 20:30","Departed"
"Vienna","W4 2891","VIE","2023/11/18 20:40","Departed"
"Doha","QR 287","DOH","2023/11/18 21:05","Departed"
"Paris","3F 928","CDG","2023/11/18 21:40","Departed"
"Mineralnye Vody","3F 362","MRV","2023/11/18 21:40","Departed"
"Mineralnye Vody","A4 6029","MRV","2023/11/18 22:00","Departed"
"Milan","W4 5567","MXP","2023/11/18 22:15","Departed"
"Sochi","JI 125","AER","2023/11/18 22:20","Departed"
"Abu Dhabi","5W 7187","AUH","2023/11/18 22:20","Departed"
"Aktau","DV 845","SCO","2023/11/18 23:35","Departed"
"Doha","QR 285","DOH","2023/11/19 00:15","Departed"
"Novosibirsk","S7 5591","OVB","2023/11/19 00:25","Boarding"
"Ufa","5G 101","UFA","2023/11/19 02:10","Delay"
"Moscow","UT 785","VKO","2023/11/19 02:30","Departed"
"Istanbul","PC 550","SAW","2023/11/19 02:35","Ontime"
"Frankfurt","LH 1560","FRA","2023/11/19 03:55","Ontime"
"Moscow","SU 1964","SVO","2023/11/19 05:35","Ontime"
"Kishinev","3F 534","KIV","2023/11/19 06:10","Ontime"
"Sharm El Sheikh","AMV 7112","SSH","2023/11/19 07:00","Ontime"
"Mineralnye Vody","A4 6031","MRV","2023/11/19 07:25","Ontime"
"Sharm El Sheikh","FT 261","SSH","2023/11/19 07:35","Ontime"
"Sharm El Sheikh","SM 993","SSH","2023/11/19 08:05","Ontime"
"Moscow","JI 101","SVO","2023/11/19 08:15","Ontime"
"Moscow","3F 326","VKO","2023/11/19 09:20","Ontime"
"St.Petersburg","3F 334","LED","2023/11/19 09:20","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/11/19 10:35","Ontime"
"Tyumen","UT 875","TJM","2023/11/19 11:00","Ontime"
"Dubai","FZ 717","DXB","2023/11/19 11:30","Ontime"
"Dubai","EK 2206","DXB","2023/11/19 11:30","Ontime"
"Sharjah","G9 244","SHJ","2023/11/19 11:30","Ontime"
"Mineralnye Vody","WZ 4331","MRV","2023/11/19 12:40","Ontime"
"Moscow","SU 1864","SVO","2023/11/19 13:25","Ontime"
"Rome","W4 8335","FCO","2023/11/19 13:45","Ontime"
"Sochi","FV 6719","AER","2023/11/19 14:00","Ontime"
"Batumi","JI 301","BUS","2023/11/19 14:00","Ontime"
"Sochi","JI 123","AER","2023/11/19 15:05","Ontime"
"Nizhny Novgorod","WZ 1347","GOJ","2023/11/19 15:35","Ontime"
"Tehran","SHI 7326","IKA","2023/11/19 16:05","Ontime"
"Moscow","SU 1860","SVO","2023/11/19 16:25","Ontime"
"Larnaca","3F 872","LCA","2023/11/19 16:40","Ontime"
"Samara","WZ 1355","KUF","2023/11/19 17:10","Ontime"
"Tehran","6A 222","IKA","2023/11/19 17:35","Ontime"
"Moscow","A4 7029","VKO","2023/11/19 17:35","Ontime"
"St.Petersburg","G6 427","LED","2023/11/19 18:30","Ontime"
"Kishinev","3F 868","KIV","2023/11/19 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/19 18:30","Ontime"
"Larnaca","W6 4549","LCA","2023/11/19 19:05","Ontime"
"Moscow","5G 510","VKO","2023/11/19 19:10","Ontime"
"Moscow","SU 1862","SVO","2023/11/19 19:30","Ontime"
"Sochi","3F 350","AER","2023/11/19 19:45","Ontime"
"Paris","AF 1060","CDG","2023/11/19 20:15","Ontime"
"Paris","DL 8722","CDG","2023/11/19 20:15","Ontime"
"Paris","KL 2447","CDG","2023/11/19 20:15","Ontime"
"St.Petersburg","FV 6925","LED","2023/11/19 20:30","Ontime"
"Mineralnye Vody","A4 6029","MRV","2023/11/19 22:00","Ontime"
"Abu Dhabi","5W 7187","AUH","2023/11/19 22:20","Ontime"
"Tbilisi","3F 584","TBS","2023/11/19 23:00","Ontime"
"Moscow","JI 105","SVO","2023/11/19 23:50","Ontime"
"Doha","QR 285","DOH","2023/11/20 00:15","Ontime"
"Moscow","WZ 4323","DME","2023/11/20 01:10","Ontime"
"Istanbul","3F 476","IST","2023/11/20 01:30","Ontime"
"St.Petersburg","SU 6922","LED","2023/11/17 21:45","Ontime"
"Moscow","SU 1865","SVO","2023/11/18 14:20","Delay"
"Rome","W4 8336","FCO","2023/11/18 14:20","Departed"
"Sochi","FV 6720","AER","2023/11/18 15:10","Departed"
"Sochi","SU 6720","AER","2023/11/18 15:10","Departed"
"Tehran","IRB 9725","IKA","2023/11/18 15:40","Departed"
"Moscow","SU 1861","SVO","2023/11/18 15:45","Departed"
"Paris","TO 7491","ORY","2023/11/18 16:25","Departed"
"Volgograd","FV 6946","VOG","2023/11/18 17:30","Departed"
"Volgograd","SU 6946","VOG","2023/11/18 17:30","Departed"
"Chelyabinsk","WZ 1226","CEK","2023/11/18 17:50","Departed"
"Mineralnye Vody","3F 361","MRV","2023/11/18 18:20","Departed"
"Moscow","A4 7030","VKO","2023/11/18 18:25","Departed"
"Sochi","JI 124","AER","2023/11/18 18:30","Departed"
"Brussels","SN 2900","BRU","2023/11/18 19:20","Departed"
"Kazan","WZ 4678","KZN","2023/11/18 19:20","Departed"
"Ufa","5G 100","UFA","2023/11/18 19:30","19.11.23"
"St.Petersburg","FV 6924","LED","2023/11/18 19:55","Departed"
"St.Petersburg","SU 6924","LED","2023/11/18 19:55","Departed"
"Moscow","SU 1863","SVO","2023/11/18 20:30","Departed"
"Yekaterinburg","WZ 1130","SVX","2023/11/18 21:15","Departed"
"Vienna","W4 2892","VIE","2023/11/18 21:15","Departed"
"Kishinev","3F 533","KIV","2023/11/18 21:45","Departed"
"CARDIFF","BRO 785B","CWL","2023/11/18 22:00","Departed"
"Doha","QR 288","DOH","2023/11/18 22:05","Departed"
"Mineralnye Vody","A4 6030","MRV","2023/11/18 22:50","Departed"
"Milan","W4 5568","MXP","2023/11/18 22:50","Departed"
"Abu Dhabi","5W 7188","AUH","2023/11/18 22:55","Departed"
"St.Petersburg","3F 333","LED","2023/11/18 23:30","Departed"
"Moscow","JI 100","SVO","2023/11/19 00:05","Departed"
"Aktau","DV 846","SCO","2023/11/19 00:25","Departed"
"Novosibirsk","S7 5592","OVB","2023/11/19 01:20","Boarding"
"Moscow","3F 325","VKO","2023/11/19 01:30","Delay"
"Doha","QR 286","DOH","2023/11/19 03:00","Departed"
"Moscow","UT 786","VKO","2023/11/19 03:55","Ontime"
"Frankfurt","LH 1561","FRA","2023/11/19 05:05","Ontime"
"Istanbul","PC 551","SAW","2023/11/19 05:05","Ontime"
"Moscow","SU 1965","SVO","2023/11/19 06:35","Ontime"
"Sharm El Sheikh","AMV 7113","SSH","2023/11/19 07:50","Ontime"
"St.Petersburg","G6 426","LED","2023/11/19 08:15","Ontime"
"Mineralnye Vody","A4 6032","MRV","2023/11/19 08:15","Ontime"
"Sharm El Sheikh","FT 262","SSH","2023/11/19 08:30","Ontime"
"Sharm El Sheikh","SM 994","SSH","2023/11/19 08:55","Ontime"
"Moscow","3F 315","DME","2023/11/19 10:30","Ontime"
"Batumi","JI 300","BUS","2023/11/19 10:45","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/11/19 11:10","Ontime"
"Moscow","5G 509","VKO","2023/11/19 11:10","Ontime"
"Sochi","JI 122","AER","2023/11/19 11:20","Ontime"
"Larnaca","3F 871","LCA","2023/11/19 11:40","Ontime"
"Tyumen","UT 876","TJM","2023/11/19 12:00","Ontime"
"Budapest","CAT 552","BUD","2023/11/19 12:00","Ontime"
"Sharjah","G9 245","SHJ","2023/11/19 12:20","Ontime"
"Kishinev","3F 867","KIV","2023/11/19 12:20","Ontime"
"Dubai","FZ 718","DXB","2023/11/19 12:30","Ontime"
"Dubai","EK 2207","DXB","2023/11/19 12:30","Ontime"
"CARDIFF","AXE 3741","CWL","2023/11/19 13:00","Ontime"
"Mineralnye Vody","WZ 4332","MRV","2023/11/19 13:30","Ontime"
"CARDIFF","NGN 6119","CWL","2023/11/19 13:30","Ontime"
"Tehran","6A 221","IKA","2023/11/19 13:35","Ontime"
"Moscow","SU 1865","SVO","2023/11/19 14:20","Ontime"
"Rome","W4 8336","FCO","2023/11/19 14:20","Ontime"
"Sochi","FV 6720","AER","2023/11/19 14:50","Ontime"
"Sochi","SU 6720","AER","2023/11/19 14:50","Ontime"
"Sochi","3F 349","AER","2023/11/19 15:45","Ontime"
"Moscow","JI 104","SVO","2023/11/19 15:50","Ontime"
"Nizhny Novgorod","WZ 1348","GOJ","2023/11/19 16:25","Ontime"
"Tehran","SHI 7327","IKA","2023/11/19 17:00","Ontime"
"Moscow","SU 1861","SVO","2023/11/19 17:20","Ontime"
"Samara","WZ 1356","KUF","2023/11/19 18:00","Ontime"
"Moscow","A4 7030","VKO","2023/11/19 18:25","Ontime"
"Istanbul","3F 475","IST","2023/11/19 19:00","Ontime"
"Larnaca","W6 4550","LCA","2023/11/19 19:40","Ontime"
"Tbilisi","3F 583","TBS","2023/11/19 19:50","Ontime"
"Moscow","SU 1863","SVO","2023/11/19 20:30","Ontime"
"Moscow","G6 405","DME","2023/11/19 20:30","Ontime"
"St.Petersburg","FV 6926","LED","2023/11/19 21:30","Ontime"
"St.Petersburg","SU 6926","LED","2023/11/19 21:30","Ontime"
"Kishinev","3F 533","KIV","2023/11/19 21:45","Ontime"
"Mineralnye Vody","A4 6030","MRV","2023/11/19 22:50","Ontime"
"Abu Dhabi","5W 7188","AUH","2023/11/19 22:55","Ontime"
"Moscow","3F 325","VKO","2023/11/20 01:30","Ontime"
"Mineralnye Vody","WZ 4331","MRV","2023/11/19 12:40","Departed"
"Moscow","SU 1864","SVO","2023/11/19 13:25","Departed"
"Rome","W4 8335","FCO","2023/11/19 13:45","Departed"
"Sochi","FV 6719","AER","2023/11/19 14:00","Departed"
"Batumi","JI 301","BUS","2023/11/19 14:00","Departed"
"Sochi","JI 123","AER","2023/11/19 15:05","Departed"
"Nizhny Novgorod","WZ 1347","GOJ","2023/11/19 15:35","Departed"
"Tehran","SHI 7326","IKA","2023/11/19 16:05","Departed"
"Moscow","SU 1860","SVO","2023/11/19 16:25","Departed"
"Larnaca","3F 872","LCA","2023/11/19 16:40","Departed"
"Samara","WZ 1355","KUF","2023/11/19 17:10","Departed"
"Tehran","6A 222","IKA","2023/11/19 17:35","Departed"
"Moscow","A4 7029","VKO","2023/11/19 17:35","Departed"
"St.Petersburg","G6 427","LED","2023/11/19 18:30","Departed"
"Kishinev","3F 868","KIV","2023/11/19 18:30","Departed"
"Moscow","3F 316","DME","2023/11/19 18:30","Departed"
"Larnaca","W6 4549","LCA","2023/11/19 19:05","Departed"
"Moscow","5G 510","VKO","2023/11/19 19:10","Departed"
"Moscow","SU 1862","SVO","2023/11/19 19:30","Departed"
"Sochi","3F 350","AER","2023/11/19 19:45","Departed"
"Paris","AF 1060","CDG","2023/11/19 20:15","Departed"
"Paris","DL 8722","CDG","2023/11/19 20:15","Departed"
"Paris","KL 2447","CDG","2023/11/19 20:15","Departed"
"St.Petersburg","FV 6925","LED","2023/11/19 20:30","Departed"
"Mineralnye Vody","A4 6029","MRV","2023/11/19 22:00","Departed"
"Abu Dhabi","5W 7187","AUH","2023/11/19 22:20","Departed"
"Tbilisi","3F 584","TBS","2023/11/19 23:00","Departed"
"Moscow","JI 105","SVO","2023/11/19 23:50","Departed"
"Doha","QR 285","DOH","2023/11/20 00:15","Departed"
"Moscow","WZ 4323","DME","2023/11/20 01:10","Departed"
"Istanbul","3F 476","IST","2023/11/20 01:30","Departed"
"Moscow","UT 785","VKO","2023/11/20 02:30","Ontime"
"Frankfurt","LH 1560","FRA","2023/11/20 03:45","Ontime"
"Minsk","B2 733","MSQ","2023/11/20 04:05","Ontime"
"Warsaw","LO 727","WAW","2023/11/20 04:20","Ontime"
"Athens","A3 898","ATH","2023/11/20 04:25","Ontime"
"Vienna","OS 641","VIE","2023/11/20 04:40","Ontime"
"Vienna","UA 9827","VIE","2023/11/20 04:40","Ontime"
"Vienna","LH 6446","VIE","2023/11/20 04:40","Ontime"
"Moscow","G6 406","DME","2023/11/20 04:55","Ontime"
"Moscow","SU 1964","SVO","2023/11/20 05:35","Ontime"
"Kishinev","3F 534","KIV","2023/11/20 06:10","Ontime"
"Sochi","FV 6719","AER","2023/11/20 08:45","Ontime"
"Moscow","3F 326","VKO","2023/11/20 09:20","Ontime"
"Mineralnye Vody","A4 6029","MRV","2023/11/20 10:15","Ontime"
"Moscow","JI 101","SVO","2023/11/20 10:20","Ontime"
"Moscow","WZ 4321","DME","2023/11/20 11:00","Ontime"
"Dubai","FZ 717","DXB","2023/11/20 11:30","Ontime"
"Sharjah","G9 244","SHJ","2023/11/20 11:30","Ontime"
"Dubai","EK 2206","DXB","2023/11/20 11:30","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/11/20 11:50","Ontime"
"Vienna","W4 2891","VIE","2023/11/20 13:00","Ontime"
"Moscow","SU 1864","SVO","2023/11/20 13:25","Ontime"
"Kapan","NAI 1002","RA1","2023/11/20 13:45","Ontime"
"Rome","W4 8335","FCO","2023/11/20 13:45","Ontime"
"Yekaterinburg","SU 616","SVX","2023/11/20 14:55","Ontime"
"Sochi","JI 123","AER","2023/11/20 15:05","Ontime"
"Moscow","G6 404","DME","2023/11/20 15:45","Ontime"
"Tehran","QB 2251","IKA","2023/11/20 16:00","Ontime"
"Moscow","SU 1860","SVO","2023/11/20 16:25","Ontime"
"Sofia","W6 4423","SOF","2023/11/20 16:45","Ontime"
"Tehran","6A 222","IKA","2023/11/20 17:35","Ontime"
"Moscow","A4 7029","VKO","2023/11/20 17:35","Cancelled"
"Kishinev","3F 868","KIV","2023/11/20 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/20 18:30","Ontime"
"Larnaca","W6 4549","LCA","2023/11/20 19:20","Ontime"
"Moscow","SU 1862","SVO","2023/11/20 19:30","Ontime"
"Abu Dhabi","5W 7187","AUH","2023/11/20 20:00","Ontime"
"Venice","W4 5483","VCE","2023/11/20 20:10","Ontime"
"St.Petersburg","FV 6925","LED","2023/11/20 20:30","Ontime"
"Milan","3F 246","MXP","2023/11/20 20:30","Ontime"
"Doha","QR 287","DOH","2023/11/20 21:05","Ontime"
"Sochi","G6 402","AER","2023/11/20 21:45","Ontime"
"Mineralnye Vody","A4 6031","MRV","2023/11/20 21:45","Ontime"
"Larnaca","W6 4557","LCA","2023/11/20 22:50","Ontime"
"Sochi","WZ 4329","AER","2023/11/20 23:00","Ontime"
"Aktau","DV 845","SCO","2023/11/20 23:35","Ontime"
"Dortmund","W6 4425","DTM","2023/11/20 23:40","Ontime"
"Moscow","JI 105","SVO","2023/11/20 23:50","Ontime"
"Batumi","JI 300","BUS","2023/11/19 10:45","Ontime"
"Budapest","CAT 552","BUD","2023/11/19 12:00","Ontime"
"Sharjah","G9 245","SHJ","2023/11/19 12:20","Ontime"
"Kishinev","3F 867","KIV","2023/11/19 12:20","Ontime"
"Dubai","FZ 718","DXB","2023/11/19 12:30","Ontime"
"Dubai","EK 2207","DXB","2023/11/19 12:30","Ontime"
"CARDIFF","AXE 3741","CWL","2023/11/19 13:00","Ontime"
"Mineralnye Vody","WZ 4332","MRV","2023/11/19 13:30","Departed"
"CARDIFF","NGN 6119","CWL","2023/11/19 13:30","Departed"
"Tehran","6A 221","IKA","2023/11/19 13:35","Departed"
"Moscow","SU 1865","SVO","2023/11/19 14:20","Departed"
"Rome","W4 8336","FCO","2023/11/19 14:20","Departed"
"Sochi","FV 6720","AER","2023/11/19 14:50","Departed"
"Sochi","SU 6720","AER","2023/11/19 14:50","Departed"
"Sochi","3F 349","AER","2023/11/19 15:45","Departed"
"Moscow","JI 104","SVO","2023/11/19 15:50","Departed"
"Nizhny Novgorod","WZ 1348","GOJ","2023/11/19 16:25","Departed"
"Tehran","SHI 7327","IKA","2023/11/19 17:00","Departed"
"Moscow","SU 1861","SVO","2023/11/19 17:20","Departed"
"Samara","WZ 1356","KUF","2023/11/19 18:00","Departed"
"Moscow","A4 7030","VKO","2023/11/19 18:25","Departed"
"Istanbul","3F 475","IST","2023/11/19 19:00","Departed"
"Larnaca","W6 4550","LCA","2023/11/19 19:40","Departed"
"Tbilisi","3F 583","TBS","2023/11/19 19:50","Departed"
"Moscow","SU 1863","SVO","2023/11/19 20:30","Departed"
"Moscow","G6 405","DME","2023/11/19 20:30","Departed"
"St.Petersburg","FV 6926","LED","2023/11/19 21:30","Departed"
"St.Petersburg","SU 6926","LED","2023/11/19 21:30","Departed"
"Kishinev","3F 533","KIV","2023/11/19 21:45","Departed"
"Mineralnye Vody","A4 6030","MRV","2023/11/19 22:50","Departed"
"Abu Dhabi","5W 7188","AUH","2023/11/19 22:55","Departed"
"Moscow","3F 325","VKO","2023/11/20 01:30","Departed"
"Moscow","WZ 4324","DME","2023/11/20 02:00","Departed"
"Moscow","JI 100","SVO","2023/11/20 02:10","Departed"
"Doha","QR 286","DOH","2023/11/20 03:00","Departed"
"Moscow","UT 786","VKO","2023/11/20 03:55","Departed"
"Minsk","B2 734","MSQ","2023/11/20 04:55","Departed"
"Frankfurt","LH 1561","FRA","2023/11/20 05:05","Departed"
"Warsaw","LO 728","WAW","2023/11/20 05:15","Ontime"
"Athens","A3 899","ATH","2023/11/20 05:20","Ontime"
"Vienna","OS 642","VIE","2023/11/20 05:45","Ontime"
"Vienna","LH 6445","VIE","2023/11/20 05:45","Ontime"
"Vienna","UA 9828","VIE","2023/11/20 05:45","Ontime"
"Moscow","SU 1965","SVO","2023/11/20 06:35","Ontime"
"Moscow","G6 403","DME","2023/11/20 07:15","Ontime"
"Paris","AF 1061","CDG","2023/11/20 09:25","Ontime"
"Paris","KL 2448","CDG","2023/11/20 09:25","Ontime"
"Paris","DL 8723","CDG","2023/11/20 09:25","Ontime"
"Sochi","FV 6720","AER","2023/11/20 09:35","Ontime"
"Sochi","SU 6720","AER","2023/11/20 09:35","Ontime"
"Moscow","3F 315","DME","2023/11/20 10:30","Ontime"
"Kapan","NAI 1001","RA1","2023/11/20 11:00","Ontime"
"Milan","3F 245","MXP","2023/11/20 11:00","Ontime"
"Mineralnye Vody","A4 6030","MRV","2023/11/20 11:05","Ontime"
"Sochi","JI 122","AER","2023/11/20 11:20","Ontime"
"Moscow","WZ 4322","DME","2023/11/20 11:50","Ontime"
"Zagreb","ENT 587","ZAG","2023/11/20 12:00","Ontime"
"Sharjah","G9 245","SHJ","2023/11/20 12:20","Ontime"
"Kishinev","3F 867","KIV","2023/11/20 12:20","Ontime"
"Abu Dhabi","5W 7014","AUH","2023/11/20 12:25","Ontime"
"Dubai","FZ 718","DXB","2023/11/20 12:30","Ontime"
"Dubai","EK 2207","DXB","2023/11/20 12:30","Ontime"
"Tehran","6A 221","IKA","2023/11/20 13:35","Ontime"
"Vienna","W4 2892","VIE","2023/11/20 13:35","Ontime"
"Moscow","SU 1865","SVO","2023/11/20 14:20","Ontime"
"Rome","W4 8336","FCO","2023/11/20 14:20","Ontime"
"Moscow","JI 104","SVO","2023/11/20 15:50","Ontime"
"Yekaterinburg","SU 617","SVX","2023/11/20 15:55","Ontime"
"Tehran","QB 2250","IKA","2023/11/20 17:00","Ontime"
"Moscow","SU 1861","SVO","2023/11/20 17:20","Cancelled"
"Dortmund","W6 4426","DTM","2023/11/20 17:20","Ontime"
"Sochi","G6 401","AER","2023/11/20 18:10","Ontime"
"Moscow","A4 7030","VKO","2023/11/20 18:25","Ontime"
"Larnaca","W6 4550","LCA","2023/11/20 19:55","Ontime"
"Moscow","SU 1863","SVO","2023/11/20 20:30","Ontime"
"Abu Dhabi","5W 7188","AUH","2023/11/20 20:35","Ontime"
"Venice","W4 5484","VCE","2023/11/20 20:45","Ontime"
"St.Petersburg","FV 6926","LED","2023/11/20 21:30","Ontime"
"St.Petersburg","SU 6926","LED","2023/11/20 21:30","Ontime"
"Kishinev","3F 533","KIV","2023/11/20 21:45","Ontime"
"Doha","QR 288","DOH","2023/11/20 22:05","Ontime"
"Mineralnye Vody","A4 6032","MRV","2023/11/20 22:35","Ontime"
"Larnaca","W6 4558","LCA","2023/11/20 23:25","Ontime"
"St.Petersburg","3F 333","LED","2023/11/20 23:30","Ontime"
"Moscow","5G 709","SVO","2023/11/20 23:45","Ontime"
"Sochi","WZ 4330","AER","2023/11/20 23:50","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/11/20 11:50","Departed"
"Vienna","W4 2891","VIE","2023/11/20 13:00","Departed"
"Moscow","SU 1864","SVO","2023/11/20 13:25","Departed"
"Rome","W4 8335","FCO","2023/11/20 13:45","Departed"
"Yekaterinburg","SU 616","SVX","2023/11/20 14:55","Departed"
"Sochi","JI 123","AER","2023/11/20 15:05","Departed"
"Moscow","G6 404","DME","2023/11/20 15:45","Departed"
"Tehran","QB 2251","IKA","2023/11/20 16:00","Cancelled"
"Moscow","SU 1860","SVO","2023/11/20 16:25","Departed"
"Sofia","W6 4423","SOF","2023/11/20 16:45","Departed"
"Tehran","6A 222","IKA","2023/11/20 17:35","Departed"
"Moscow","A4 7029","VKO","2023/11/20 17:35","Departed"
"Kishinev","3F 868","KIV","2023/11/20 18:30","Departed"
"Moscow","3F 316","DME","2023/11/20 18:30","Departed"
"Larnaca","W6 4549","LCA","2023/11/20 19:20","Departed"
"Moscow","SU 1862","SVO","2023/11/20 19:30","Departed"
"Abu Dhabi","5W 7187","AUH","2023/11/20 20:00","Departed"
"Venice","W4 5483","VCE","2023/11/20 20:10","Departed"
"St.Petersburg","FV 6925","LED","2023/11/20 20:30","Departed"
"Milan","3F 246","MXP","2023/11/20 20:30","Departed"
"Doha","QR 287","DOH","2023/11/20 21:05","Departed"
"Sochi","G6 402","AER","2023/11/20 21:45","Departed"
"Mineralnye Vody","A4 6031","MRV","2023/11/20 21:45","Boarding"
"Larnaca","W6 4557","LCA","2023/11/20 22:50","Delay"
"Sochi","WZ 4329","AER","2023/11/20 23:00","Departed"
"Aktau","DV 845","SCO","2023/11/20 23:35","Departed"
"Dortmund","W6 4425","DTM","2023/11/20 23:40","Departed"
"Moscow","JI 105","SVO","2023/11/20 23:50","Departed"
"Doha","QR 285","DOH","2023/11/21 00:15","Departed"
"Moscow","UT 785","VKO","2023/11/21 02:30","Departed"
"Istanbul","PC 550","SAW","2023/11/21 02:35","21.11.23"
"Frankfurt","LH 1560","FRA","2023/11/21 03:55","Delay"
"Moscow","SU 1964","SVO","2023/11/21 05:35","Ontime"
"Warsaw","LO 729","WAW","2023/11/21 05:35","Ontime"
"Kishinev","3F 534","KIV","2023/11/21 06:10","Ontime"
"Sharm El Sheikh","AMV 2112","SSH","2023/11/21 07:00","Ontime"
"Moscow","5G 710","SVO","2023/11/21 07:45","Ontime"
"Larnaca","W6 4549","LCA","2023/11/21 09:05","Ontime"
"Moscow","3F 326","VKO","2023/11/21 09:20","Ontime"
"St.Petersburg","3F 334","LED","2023/11/21 09:20","Ontime"
"Mineralnye Vody","A4 6029","MRV","2023/11/21 09:50","Ontime"
"Dubai","FZ 717","DXB","2023/11/21 11:30","Ontime"
"Sharjah","G9 244","SHJ","2023/11/21 11:30","Delay"
"Dubai","EK 2206","DXB","2023/11/21 11:30","Ontime"
"Abu Dhabi","5W 7013","AUH","2023/11/21 11:50","Ontime"
"Vienna","W4 2891","VIE","2023/11/21 13:00","Ontime"
"Moscow","A4 7029","VKO","2023/11/21 13:15","Ontime"
"Moscow","SU 1864","SVO","2023/11/21 13:25","Ontime"
"Rome","W4 8335","FCO","2023/11/21 13:45","Ontime"
"Moscow","WZ 4339","ZIA","2023/11/21 13:55","Ontime"
"Tehran","IRB 9724","IKA","2023/11/21 14:40","Ontime"
"Sochi","FV 6719","AER","2023/11/21 15:25","Ontime"
"Moscow","G6 404","DME","2023/11/21 15:45","Cancelled"
"Moscow","SU 1860","SVO","2023/11/21 16:25","Ontime"
"Samara","WZ 1355","KUF","2023/11/21 17:10","Ontime"
"Tehran","6A 222","IKA","2023/11/21 17:35","Ontime"
"Kazan","WZ 4677","KZN","2023/11/21 18:10","Ontime"
"Kishinev","3F 868","KIV","2023/11/21 18:30","Ontime"
"Moscow","3F 316","DME","2023/11/21 18:30","Ontime"
"Yekaterinburg","WZ 1129","SVX","2023/11/21 19:10","Ontime"
"Novosibirsk","3F 372","OVB","2023/11/21 19:20","Ontime"
"Moscow","SU 1862","SVO","2023/11/21 19:30","Ontime"
"Moscow","JI 103","SVO","2023/11/21 19:30","Ontime"
"Paris","AF 1060","CDG","2023/11/21 20:15","Ontime"
"Paris","DL 8722","CDG","2023/11/21 20:15","Ontime"
"Paris","KL 2447","CDG","2023/11/21 20:15","Ontime"
"St.Petersburg","FV 6925","LED","2023/11/21 20:30","Ontime"
"Mineralnye Vody","A4 6031","MRV","2023/11/21 21:30","Ontime"
"Larnaca","CY 414","LCA","2023/11/21 21:40","Ontime"
"Milan","W4 5567","MXP","2023/11/21 21:50","Ontime"
"Tehran","G6 302","IKA","2023/11/21 22:15","Delay"
"Abu Dhabi","5W 7187","AUH","2023/11/21 22:20","Ontime"
"Tbilisi","3F 584","TBS","2023/11/21 23:00","Ontime"
"Moscow","WZ 4322","DME","2023/11/20 11:50","Ontime"
"Zagreb","ENT 587","ZAG","2023/11/20 12:00","Ontime"
"Sharjah","G9 245","SHJ","2023/11/20 12:20","Ontime"
"Kishinev","3F 867","KIV","2023/11/20 12:20","Departed"
